uid,nces_school_id,school,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude,School.1,Year.1,Date.1,Time.1,City.1,State.1,Killed.1,Injured.1,Longitude.1,Latitude.1,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude
297,482892013423,Timberview High School,4828920.0,Mansfield Isd,10/6/2021,2021-2022,2021,9:15 AM,Wednesday,Arlington,Texas,public,1900,0,4,4,targeted,18.0,m,b,student,,,,,,,,,44.0,69.0,74,21.0,0.0,1.0,11.0,0,handgun,,32.622073,-97.076321,11.22,9,11,120,Tarrant County,48,48439,11.0,Timberview High School,2021,10/6/2021,9:15 AM,Arlington,Texas,0,4,-97.076321,32.622073,Timberview High School,2021,10/6/2021,9:15 AM,Arlington,Texas,0,4,-97.076321,32.622073,Timberview High School,2021,10/6/2021,9:15 AM,Arlington,Texas,0,4,-97.076321,32.622073
299,050900000607,Little Rock Central High School,509000.0,Little Rock School District,10/12/2021,2021-2022,2021,11:27 AM,Tuesday,Little Rock,Arkansas,public,2430,0,0,0,unclear,,,,,,,,,,,,,785.0,1254.0,155,201.0,18.0,0.0,17.0,0,,,34.736827,-92.298954,167.63,9,12,1188,Pulaski County,5,5119,12.0,Little Rock Central High School,2021,10/12/2021,11:27 AM,Little Rock,Arkansas,0,0,-92.298954,34.736827,Little Rock Central High School,2021,10/12/2021,11:27 AM,Little Rock,Arkansas,0,0,-92.298954,34.736827,Little Rock Central High School,2021,10/12/2021,11:27 AM,Little Rock,Arkansas,0,0,-92.298954,34.736827
298,170993001061,Wendell Phillips Academy High School,1709930.0,City Of Chicago Sd 299,10/12/2021,2021-2022,2021,3:15 PM,Tuesday,Chicago,Illinois,public,599,0,2,2,indiscriminate,,,,,,,,,,,,,1.0,582.0,9,0.0,1.0,0.0,6.0,0,,,41.8244,-87.6199,47.0,9,12,576,Cook County,17,17031,11.0,Wendell Phillips Academy High School,2021,10/12/2021,3:15 PM,Chicago,Illinois,0,2,-87.6199,41.8244,Wendell Phillips Academy High School,2021,10/12/2021,3:15 PM,Chicago,Illinois,0,2,-87.6199,41.8244,Wendell Phillips Academy High School,2021,10/12/2021,3:15 PM,Chicago,Illinois,0,2,-87.6199,41.8244
300,170993000957,James McDade Classical School,1709930.0,City Of Chicago Sd 299,10/13/2021,2021-2022,2021,8:38 AM,Wednesday,Chicago,Illinois,public,176,0,0,0,targeted,,,,,,,,,,,,,2.0,162.0,1,4.0,0.0,0.0,7.0,0,,,41.7344,-87.6188,10.0,KG,6,47,Cook County,17,17031,11.0,James McDade Classical School,2021,10/13/2021,8:38 AM,Chicago,Illinois,0,0,-87.6188,41.7344,James McDade Classical School,2021,10/13/2021,8:38 AM,Chicago,Illinois,0,0,-87.6188,41.7344,James McDade Classical School,2021,10/13/2021,8:38 AM,Chicago,Illinois,0,0,-87.6188,41.7344
301,734676,Cathedral School,,,10/26/2021,2021-2022,2021,9:20 AM,Tuesday,Natchez,Mississippi,private,665,0,0,0,unclear,,,,,,,,,,,,,499.0,82.0,9,2.0,0.0,0.0,4.0,0,,,31.562163,-91.394805,52.5,PK,12,,Adams County,28,28001,33.0,Cathedral School,2021,10/26/2021,9:20 AM,Natchez,Mississippi,0,0,-91.394805,31.562163,Cathedral School,2021,10/26/2021,9:20 AM,Natchez,Mississippi,0,0,-91.394805,31.562163,Cathedral School,2021,10/26/2021,9:20 AM,Natchez,Mississippi,0,0,-91.394805,31.562163
306,362376003307,Poughkeepsie High School,3623760.0,Poughkeepsie City School District,11/15/2021,2021-2022,2021,3:15 PM,Monday,Poughkeepsie,New York,public,1153,0,0,0,targeted,13.0,m,,student,,,,,,,,,72.0,612.0,413,7.0,3.0,6.0,40.0,0,.38-caliber handgun,,41.6948,-73.9138,102.83,9,12,865,Dutchess County,36,36027,13.0,Poughkeepsie High School,2021,11/15/2021,3:15 PM,Poughkeepsie,New York,0,0,-73.9138,41.6948,Poughkeepsie High School,2021,11/15/2021,3:15 PM,Poughkeepsie,New York,0,0,-73.9138,41.6948,Poughkeepsie High School,2021,11/15/2021,3:15 PM,Poughkeepsie,New York,0,0,-73.9138,41.6948
307,360009002194,P.S. 44,3600090.0,New York City Geographic District #12,11/16/2021,2021-2022,2021,2:15 PM,Tuesday,Bronx,New York,public,263,0,0,0,unclear,45.0,m,,,,,,,,,,,4.0,83.0,174,0.0,1.0,1.0,0.0,0,handgun,,40.8425,-73.891,25.0,PK,5,258,Bronx County,36,36005,11.0,P.S. 44,2021,11/16/2021,2:15 PM,Bronx,New York,0,0,-73.891,40.8425,P.S. 44,2021,11/16/2021,2:15 PM,Bronx,New York,0,0,-73.891,40.8425,P.S. 44,2021,11/16/2021,2:15 PM,Bronx,New York,0,0,-73.891,40.8425
302,080234000064,Hinkley High School,802340.0,Aurora Joint District NO. 28 Of The Counties Of Adams And Arapahoe,11/19/2021,2021-2022,2021,12:00 PM,Friday,Aurora,Colorado,public,2091,0,3,3,targeted,16.0,,,student,,,,,,,,,117.0,290.0,1513,81.0,18.0,25.0,47.0,1,,,39.7349,-104.8086,107.93,9,12,1726,Arapahoe County,8,8005,11.0,Hinkley High School,2021,11/19/2021,12:00 PM,Aurora,Colorado,0,3,-104.8086,39.7349,Hinkley High School,2021,11/19/2021,12:00 PM,Aurora,Colorado,0,3,-104.8086,39.7349,Hinkley High School,2021,11/19/2021,12:00 PM,Aurora,Colorado,0,3,-104.8086,39.7349
308,173897003955,Thornton Township High School,1738970.0,Thornton Twp Hsd 205,11/24/2021,2021-2022,2021,3:00 PM,Wednesday,Harvey,Illinois,public,1569,0,0,0,targeted,,,,,,,,,,,,,3.0,1126.0,406,24.0,4.0,1.0,5.0,0,,,41.61606,-87.643734,116.0,9,12,992,Cook County,17,17031,21.0,Thornton Township High School,2021,11/24/2021,3:00 PM,Harvey,Illinois,0,0,-87.643734,41.61606,Thornton Township High School,2021,11/24/2021,3:00 PM,Harvey,Illinois,0,0,-87.643734,41.61606,Thornton Township High School,2021,11/24/2021,3:00 PM,Harvey,Illinois,0,0,-87.643734,41.61606
303,040633001882,Cesar Chavez High School,406330.0,Phoenix Union High School District (4286),11/29/2021,2021-2022,2021,3:00 PM,Monday,Laveen,Arizona,public,2590,0,1,1,targeted,15.0,m,,student,,,,,,,,,115.0,396.0,1816,53.0,129.0,8.0,73.0,0,,,33.3757,-112.1463,123.4,9,12,1605,Maricopa County,4,4013,11.0,Cesar Chavez High School,2021,11/29/2021,3:00 PM,Laveen,Arizona,0,1,-112.1463,33.3757,Cesar Chavez High School,2021,11/29/2021,3:00 PM,Laveen,Arizona,0,1,-112.1463,33.3757,Cesar Chavez High School,2021,11/29/2021,3:00 PM,Laveen,Arizona,0,1,-112.1463,33.3757
304,262724006338,Oxford High School,2627240.0,Oxford Community Schools,11/30/2021,2021-2022,2021,12:50 PM,Tuesday,Oxford,Michigan,public,1872,4,7,11,indiscriminate,15.0,m,w,student,0.0,,,,,,,,1549.0,53.0,186,30.0,1.0,5.0,48.0,0,9mm handgun,parent,42.838243,-83.260782,81.8,9,12,451,Oakland County,26,26125,21.0,Oxford High School,2021,11/30/2021,12:50 PM,Oxford,Michigan,4,7,-83.260782,42.838243,Oxford High School,2021,11/30/2021,12:50 PM,Oxford,Michigan,4,7,-83.260782,42.838243,Oxford High School,2021,11/30/2021,12:50 PM,Oxford,Michigan,4,7,-83.260782,42.838243
309,483432003843,Sam Rayburn High School,4834320.0,Pasadena Isd,12/1/2021,2021-2022,2021,11:00 PM,Wednesday,Pasadena,Texas,public,2724,0,0,0,targeted,21.0,m,,,,,,,,,,,130.0,84.0,2482,10.0,4.0,0.0,14.0,0,,,29.678303,-95.182324,175.78,9,12,2210,Harris County,48,48201,21.0,Sam Rayburn High School,2021,12/1/2021,11:00 PM,Pasadena,Texas,0,0,-95.182324,29.678303,Sam Rayburn High School,2021,12/1/2021,11:00 PM,Pasadena,Texas,0,0,-95.182324,29.678303,Sam Rayburn High School,2021,12/1/2021,11:00 PM,Pasadena,Texas,0,0,-95.182324,29.678303
310,360108506376,Great Oaks Charter School,3601085.0,Great Oaks Charter School,12/9/2021,2021-2022,2021,9:30 AM,Thursday,New York,New York,public,299,0,0,0,unclear,,,,,,,,,,,,,9.0,92.0,179,11.0,2.0,0.0,6.0,0,,,40.719909,-73.991729,20.0,6,9,256,New York County,36,36061,11.0,Great Oaks Charter School,2021,12/9/2021,9:30 AM,New York,New York,0,0,-73.991729,40.719909,Great Oaks Charter School,2021,12/9/2021,9:30 AM,New York,New York,0,0,-73.991729,40.719909,Great Oaks Charter School,2021,12/9/2021,9:30 AM,New York,New York,0,0,-73.991729,40.719909
311,370405002882,Jesse C. Carson High School,3704050.0,Rowan-salisbury Schools,12/9/2021,2021-2022,2021,2:00 PM,Thursday,China Grove,North Carolina,public,1245,0,0,0,accidental,,,,,0.0,,,,,,,,933.0,48.0,205,6.0,3.0,0.0,50.0,0,,,35.563,-80.5457,71.24,9,12,461,Rowan County,37,37159,41.0,Jesse C. Carson High School,2021,12/9/2021,2:00 PM,China Grove,North Carolina,0,0,-80.5457,35.563,Jesse C. Carson High School,2021,12/9/2021,2:00 PM,China Grove,North Carolina,0,0,-80.5457,35.563,Jesse C. Carson High School,2021,12/9/2021,2:00 PM,China Grove,North Carolina,0,0,-80.5457,35.563
312,370297001285,West Charlotte High School,3702970.0,Charlotte-mecklenburg Schools,12/13/2021,2021-2022,2021,2:15 PM,Monday,Charlotte,North Carolina,public,1376,0,0,0,targeted,,,,student,,,,,,,,,18.0,1058.0,187,35.0,2.0,0.0,76.0,0,,,35.2654,-80.8585,90.6,9,12,1372,Mecklenburg County,37,37119,11.0,West Charlotte High School,2021,12/13/2021,2:15 PM,Charlotte,North Carolina,0,0,-80.8585,35.2654,West Charlotte High School,2021,12/13/2021,2:15 PM,Charlotte,North Carolina,0,0,-80.8585,35.2654,West Charlotte High School,2021,12/13/2021,2:15 PM,Charlotte,North Carolina,0,0,-80.8585,35.2654
313,450336000951,Eau Claire High School,4503360.0,Richland 01,12/16/2021,2021-2022,2021,3:00 PM,Thursday,Columbia,South Carolina,public,510,0,0,0,targeted,15.0,m,,student,,,,,,,,,6.0,440.0,46,0.0,0.0,6.0,17.0,0,,,34.048231,-81.040984,50.0,9,12,510,Richland County,45,45079,12.0,Eau Claire High School,2021,12/16/2021,3:00 PM,Columbia,South Carolina,0,0,-81.040984,34.048231,Eau Claire High School,2021,12/16/2021,3:00 PM,Columbia,South Carolina,0,0,-81.040984,34.048231,Eau Claire High School,2021,12/16/2021,3:00 PM,Columbia,South Carolina,0,0,-81.040984,34.048231
314,173451003599,Auburn High School,1734510.0,Rockford Sd 205,1/4/2022,2021-2022,2022,1:10 PM,Tuesday,Rockford,Illinois,public,1807,0,2,2,targeted,16.0,m,b,,,,17.0,m,b,,,,498.0,770.0,331,75.0,4.0,2.0,127.0,0,9mm handgun,,42.286784,-89.137895,101.1,9,12,1105,Winnebago County,17,17201,12.0,Auburn High School,2022,1/4/2022,1:10 PM,Rockford,Illinois,0,2,-89.137895,42.286784,Auburn High School,2022,1/4/2022,1:10 PM,Rockford,Illinois,0,2,-89.137895,42.286784,Auburn High School,2022,1/4/2022,1:10 PM,Rockford,Illinois,0,2,-89.137895,42.286784
315,120171001872,Seminole High School,1201710.0,Seminole,1/19/2022,2021-2022,2022,12:00 PM,Wednesday,Sanford,Florida,public,4062,0,1,1,targeted,16.0,m,b,student,,,,,,,,,1377.0,1134.0,975,385.0,14.0,11.0,166.0,0,9mm handgun,,28.7793,-81.283,149.07,9,12,2032,Seminole County,12,12117,13.0,Seminole High School,2022,1/19/2022,12:00 PM,Sanford,Florida,0,1,-81.283,28.7793,Seminole High School,2022,1/19/2022,12:00 PM,Sanford,Florida,0,1,-81.283,28.7793,Seminole High School,2022,1/19/2022,12:00 PM,Sanford,Florida,0,1,-81.283,28.7793
317,421917006047,Oliver Citywide Academy,4219170.0,Pittsburgh Sd,1/19/2022,2021-2022,2022,1:45 PM,Wednesday,Pittsburgh,Pennsylvania,public,105,1,0,1,targeted,,,,,,,,,,,,,9.0,85.0,0,0.0,0.0,0.0,11.0,0,,,40.464327,-80.024121,22.63,3,12,86,Allegheny County,42,42003,11.0,Oliver Citywide Academy,2022,1/19/2022,1:45 PM,Pittsburgh,Pennsylvania,1,0,-80.024121,40.464327,Oliver Citywide Academy,2022,1/19/2022,1:45 PM,Pittsburgh,Pennsylvania,1,0,-80.024121,40.464327,Oliver Citywide Academy,2022,1/19/2022,1:45 PM,Pittsburgh,Pennsylvania,1,0,-80.024121,40.464327
316,240048000808,Magruder High School,2400480.0,Montgomery County Public Schools,1/21/2022,2021-2022,2022,1:00 PM,Friday,Rockville,Maryland,public,1697,0,1,1,targeted,17.0,m,,student,,,,,,,,,436.0,302.0,671,210.0,3.0,0.0,75.0,0,,,39.1313,-77.1183,101.8,9,12,545,Montgomery County,24,24031,41.0,Magruder High School,2022,1/21/2022,1:00 PM,Rockville,Maryland,0,1,-77.1183,39.1313,Magruder High School,2022,1/21/2022,1:00 PM,Rockville,Maryland,0,1,-77.1183,39.1313,Magruder High School,2022,1/21/2022,1:00 PM,Rockville,Maryland,0,1,-77.1183,39.1313
323,270002502871,South Education Center,2700025.0,Intermediate School District 287,2/1/2022,2021-2022,2022,12:07 PM,Tuesday,Richfield,Minnesota,public,71,1,1,2,targeted,19.0,m,h,student,,,18.0,m,h,,,,15.0,17.0,27,2.0,1.0,1.0,8.0,0,,,44.868045,-93.310844,8.2,PK,12,47,Hennepin County,27,27053,21.0,South Education Center,2022,2/1/2022,12:07 PM,Richfield,Minnesota,1,1,-93.310844,44.868045,South Education Center,2022,2/1/2022,12:07 PM,Richfield,Minnesota,1,1,-93.310844,44.868045,South Education Center,2022,2/1/2022,12:07 PM,Richfield,Minnesota,1,1,-93.310844,44.868045
335,362010001839,Mount Vernon High School,3620100.0,Mount Vernon City School District,2/8/2022,2021-2022,2022,2:00 PM,Tuesday,Mount Vernon,New York,public,1302,0,0,0,unclear,,,,,,,,,,,,,45.0,974.0,262,11.0,6.0,2.0,2.0,0,,,40.9258,-73.8151,79.74,9,12,,Westchester County,36,36119,21.0,Mount Vernon High School,2022,2/8/2022,2:00 PM,Mount Vernon,New York,0,0,-73.8151,40.9258,Mount Vernon High School,2022,2/8/2022,2:00 PM,Mount Vernon,New York,0,0,-73.8151,40.9258,Mount Vernon High School,2022,2/8/2022,2:00 PM,Mount Vernon,New York,0,0,-73.8151,40.9258
324,080615001357,Liberty Point International School,806150.0,Pueblo County School District 70,2/22/2022,2021-2022,2022,3:30 PM,Tuesday,Pueblo West,Colorado,public,536,1,0,1,targeted,,,,police officer,,,,,,,,,256.0,4.0,227,0.0,4.0,2.0,43.0,0,service weapon,,38.3173,-104.7291,26.0,6,8,319,Pueblo County,8,8101,22.0,Liberty Point International School,2022,2/22/2022,3:30 PM,Pueblo West,Colorado,1,0,-104.7291,38.3173,Liberty Point International School,2022,2/22/2022,3:30 PM,Pueblo West,Colorado,1,0,-104.7291,38.3173,Liberty Point International School,2022,2/22/2022,3:30 PM,Pueblo West,Colorado,1,0,-104.7291,38.3173
336,130123000473,Jonesboro High School,1301230.0,Clayton County School District,2/28/2022,2021-2022,2022,,Monday,Clayton County,Georgia,public,1383,0,0,0,unclear,,,,student,,,,,,,,,44.0,923.0,313,48.0,6.0,0.0,49.0,0,Loaded handgun,,33.5427,-84.3428,75.3,9,12,1286,Clayton County,13,13063,21.0,Jonesboro High School,2022,2/28/2022,,Clayton County,Georgia,0,0,-84.3428,33.5427,Jonesboro High School,2022,2/28/2022,,Clayton County,Georgia,0,0,-84.3428,33.5427,Jonesboro High School,2022,2/28/2022,,Clayton County,Georgia,0,0,-84.3428,33.5427
318,201014000040,Olathe East High School,2010140.0,Olathe School District,3/4/2022,2021-2022,2022,10:30 AM,Friday,Olathe,Kansas,public,1957,0,2,2,targeted,18.0,m,b,student,,,,,,,,,1264.0,209.0,280,102.0,7.0,4.0,91.0,0,,,38.8959,-94.7539,117.3,9,12,482,Johnson County,20,20091,21.0,Olathe East High School,2022,3/4/2022,10:30 AM,Olathe,Kansas,0,2,-94.7539,38.8959,Olathe East High School,2022,3/4/2022,10:30 AM,Olathe,Kansas,0,2,-94.7539,38.8959,Olathe East High School,2022,3/4/2022,10:30 AM,Olathe,Kansas,0,2,-94.7539,38.8959
319,190897000528,East High School,1908970.0,Des Moines Public Schools,3/7/2022,2021-2022,2022,3:00 PM,Monday,Des Moines,Iowa,public,2204,1,2,3,indiscriminate,,,,,,,,,,,,,644.0,339.0,922,158.0,10.0,2.0,129.0,0,,,41.5969,-93.600681,97.1,9,12,1815,Polk County,19,19153,12.0,East High School,2022,3/7/2022,3:00 PM,Des Moines,Iowa,1,2,-93.600681,41.5969,East High School,2022,3/7/2022,3:00 PM,Des Moines,Iowa,1,2,-93.600681,41.5969,East High School,2022,3/7/2022,3:00 PM,Des Moines,Iowa,1,2,-93.600681,41.5969
320,120039007984,North Gardens High School,1200390.0,Miami-Dade School District,3/9/2022,2021-2022,2022,1:30 PM,Wednesday,Miami Gardens,Florida,public,335,0,3,3,indiscriminate,17.0,m,,,,,18.0,m,,,,,11.0,138.0,183,0.0,0.0,0.0,3.0,0,Glock,,25.938839,-80.276769,6.0,9,12,140,Miami-Dade County,12,12086,21.0,North Gardens High School,2022,3/9/2022,1:30 PM,Miami Gardens,Florida,0,3,-80.276769,25.938839,North Gardens High School,2022,3/9/2022,1:30 PM,Miami Gardens,Florida,0,3,-80.276769,25.938839,North Gardens High School,2022,3/9/2022,1:30 PM,Miami Gardens,Florida,0,3,-80.276769,25.938839
325,063255005018,De Anza High School,632550.0,West Contra Costa Unified,3/11/2022,2021-2022,2022,,Friday,Richmond,California,public,1380,0,1,1,targeted,,,,student,,,,,,,,,106.0,308.0,665,243.0,4.0,10.0,44.0,0,,,37.969409,-122.288035,62.89,9,12,1063,Contra Costa County,6,6013,21.0,De Anza High School,2022,3/11/2022,,Richmond,California,0,1,-122.288035,37.969409,De Anza High School,2022,3/11/2022,,Richmond,California,0,1,-122.288035,37.969409,De Anza High School,2022,3/11/2022,,Richmond,California,0,1,-122.288035,37.969409
326,531011001690,Eisenhower High School,5310110.0,Yakima School District,3/15/2022,2021-2022,2022,3:00 PM,Tuesday,Yakima,Washington,public,1908,1,0,1,targeted,15.0,m,,student,,,,,,,,,447.0,11.0,1372,12.0,21.0,1.0,43.0,0,,,46.591635,-120.565796,97.97,9,12,1333,Yakima County,53,53077,13.0,Eisenhower High School,2022,3/15/2022,3:00 PM,Yakima,Washington,1,0,-120.565796,46.591635,Eisenhower High School,2022,3/15/2022,3:00 PM,Yakima,Washington,1,0,-120.565796,46.591635,Eisenhower High School,2022,3/15/2022,3:00 PM,Yakima,Washington,1,0,-120.565796,46.591635
339,380004600461,Mott-Regent School,3800046.0,Mott-regent 1,3/21/2022,2021-2022,2022,,Wednesday,Hettinger County,North Dakota,public,98,1,0,1,targeted,,m,,police officer,,,,,,,,,87.0,2.0,3,0.0,5.0,1.0,0.0,0,service pistol,,46.372185,-102.318612,15.5,7,12,43,Hettinger County,38,38041,43.0,Mott-Regent School,2022,3/21/2022,,Hettinger County,North Dakota,1,0,-102.318612,46.372185,Mott-Regent School,2022,3/21/2022,,Hettinger County,North Dakota,1,0,-102.318612,46.372185,Mott-Regent School,2022,3/21/2022,,Hettinger County,North Dakota,1,0,-102.318612,46.372185
329,510313001319,Rippon Middle School,5103130.0,Prince William Co Pblc Schs,3/22/2022,2021-2022,2022,11:00 AM,Thursday,Woodbridge,Virginia,public,1371,0,0,0,indiscriminate,20.0,m,b,,,,,,,,,,127.0,519.0,498,140.0,2.0,5.0,80.0,0,rifle and shotgun,,38.6226,-77.2671,82.67,6,7,,Prince William County,51,51153,21.0,Rippon Middle School,2022,3/22/2022,11:00 AM,Woodbridge,Virginia,0,0,-77.2671,38.6226,Rippon Middle School,2022,3/22/2022,11:00 AM,Woodbridge,Virginia,0,0,-77.2671,38.6226,Rippon Middle School,2022,3/22/2022,11:00 AM,Woodbridge,Virginia,0,0,-77.2671,38.6226
337,320006000114,Western High School,3200060.0,Clark County School District,3/29/2022,2021-2022,2022,2:15 PM,Tuesday,Las Vegas,Nevada,public,2732,0,2,0,targeted,,,,school police officer,,,,,,,,,155.0,451.0,1969,49.0,1.0,21.0,86.0,0,,,36.176163,-115.202879,103.0,9,12,2732,Clark County,32,32003,11.0,Western High School,2022,3/29/2022,2:15 PM,Las Vegas,Nevada,0,2,-115.202879,36.176163,Western High School,2022,3/29/2022,2:15 PM,Las Vegas,Nevada,0,2,-115.202879,36.176163,Western High School,2022,3/29/2022,2:15 PM,Las Vegas,Nevada,0,2,-115.202879,36.176163
333,280360000691,West Philadelphia Achievement Charter Elementary School,2803600.0,Philadelphia Public School Dis,3/31/2022,2021-2022,2022,9:00 AM,Thursday,Philadelphia,Pennsylvania,public,470,0,0,0,accidental,8.0,m,,student,0.0,,,,,,,,60.0,382.0,6,10.0,8.0,0.0,4.0,0,,,32.780532,-89.105653,36.2,PK,6,470,Neshoba County,28,28099,33.0,West Philadelphia Achievement Charter Elementary School,2022,3/31/2022,9:00 AM,Philadelphia,Pennsylvania,0,0,-89.105653,32.780532,West Philadelphia Achievement Charter Elementary School,2022,3/31/2022,9:00 AM,Philadelphia,Pennsylvania,0,0,-89.105653,32.780532,West Philadelphia Achievement Charter Elementary School,2022,3/31/2022,9:00 AM,Philadelphia,Pennsylvania,0,0,-89.105653,32.780532
321,450231001254,Tanglewood Middle,4502310.0,Greenville County School District,3/31/2022,2021-2022,2022,12:26 PM,Thursday,Greenville,South Carolina,public,868,1,0,1,targeted,12.0,m,,student,,,,,,,,,105.0,351.0,379,0.0,4.0,0.0,29.0,0,handgun,,34.824083,-82.46882,45.0,6,8,868,Greenville County,45,45045,41.0,Tanglewood Middle,2022,3/31/2022,12:26 PM,Greenville,South Carolina,1,0,-82.46882,34.824083,Tanglewood Middle,2022,3/31/2022,12:26 PM,Greenville,South Carolina,1,0,-82.46882,34.824083,Tanglewood Middle,2022,3/31/2022,12:26 PM,Greenville,South Carolina,1,0,-82.46882,34.824083
332,390483303211,Lowellville Junior/Senior High School,3904833.0,Lowellville Local,4/5/2022,2021-2022,2022,10:00 AM,Thursday,Lowellville,Ohio,public,219,0,0,0,public suicide,,,,student,,,,,,,,,191.0,9.0,15,0.0,0.0,0.0,4.0,0,,,41.044822,-80.552325,18.46,7,12,,Mahoning County,39,39099,21.0,Lowellville Junior/Senior High School,2022,4/5/2022,10:00 AM,Lowellville,Ohio,0,0,-80.552325,41.044822,Lowellville Junior/Senior High School,2022,4/5/2022,10:00 AM,Lowellville,Ohio,0,0,-80.552325,41.044822,Lowellville Junior/Senior High School,2022,4/5/2022,10:00 AM,Lowellville,Ohio,0,0,-80.552325,41.044822
322,420930007612,Erie High School,4209300.0,Erie City Shool District,4/5/2022,2021-2022,2022,9:20 AM,Tuesday,Erie,Pennsylvania,public,2267,0,1,1,targeted,14.0,m,,student,,,,,,,,,803.0,912.0,317,111.0,4.0,1.0,119.0,0,9mm handgun,,42.101896,-80.082293,153.25,9,12,2264,Erie County,42,42049,13.0,Erie High School,2022,4/5/2022,9:20 AM,Erie,Pennsylvania,0,1,-80.082293,42.101896,Erie High School,2022,4/5/2022,9:20 AM,Erie,Pennsylvania,0,1,-80.082293,42.101896,Erie High School,2022,4/5/2022,9:20 AM,Erie,Pennsylvania,0,1,-80.082293,42.101896
334,050002600867,Pine Bluff High School,500026.0,Pine Bluff School District,4/11/2022,2021-2022,2022,2:45 PM,Monday,Pine Bluff,Arkansas,public,892,0,0,0,unclear,,m,,student,,,,,,,,,21.0,851.0,16,1.0,0.0,0.0,3.0,1,,,34.219096,-92.010781,58.17,9,12,892,Jefferson County,5,5069,13.0,Pine Bluff High School,2022,4/11/2022,2:45 PM,Pine Bluff,Arkansas,0,0,-92.010781,34.219096,Pine Bluff High School,2022,4/11/2022,2:45 PM,Pine Bluff,Arkansas,0,0,-92.010781,34.219096,Pine Bluff High School,2022,4/11/2022,2:45 PM,Pine Bluff,Arkansas,0,0,-92.010781,34.219096
340,253426,Edmund Burke School,,,4/22/2022,2021-2022,2022,3:18 PM,Friday,Washington,District of Columbia,private,300,0,4,4,indiscriminate,23.0,m,,,1.0,,,,,,,,,,,,,,,0,sniper rifle,,38.94304098,-77.06209293,,,,,District of Columbia,11,11001,11.0,Edmund Burke School,2022,4/22/2022,3:18 PM,Washington,District of Columbia,0,4,-77.06209293,38.94304098,Edmund Burke School,2022,4/22/2022,3:18 PM,Washington,District of Columbia,0,4,-77.06209293,38.94304098,Edmund Burke School,2022,4/22/2022,3:18 PM,Washington,District of Columbia,0,4,-77.06209293,38.94304098
338,262540000932,Aspen Ridge Elementary School,2625400.0,Nice Community School District,4/26/2022,2021-2022,2022,1:30 PM,Tuesday,West Ishpeming,Michigan,public,753,0,0,0,public suicide,,m,,student,,,,,,,,,706.0,3.0,6,5.0,12.0,5.0,16.0,0,,,46.4805,-87.7289,50.95,KG,8,264,Marquette County,26,26103,41.0,Aspen Ridge Elementary School,2022,4/26/2022,1:30 PM,West Ishpeming,Michigan,0,0,-87.7289,46.4805,Aspen Ridge Elementary School,2022,4/26/2022,1:30 PM,West Ishpeming,Michigan,0,0,-87.7289,46.4805,Aspen Ridge Elementary School,2022,4/26/2022,1:30 PM,West Ishpeming,Michigan,0,0,-87.7289,46.4805
344,482364002562,Heights High School,4823640.0,The Houston Independent School District,5/12/2022,2021-2022,2022,1:15 PM,Thursday,Houston,Texas,public,2450,0,1,1,targeted,17.0,m,,student,,,,,,,,,257.0,296.0,1841,23.0,3.0,2.0,28.0,0,AK pistol,,29.795384,-95.3935,123.15,9,12,1613,Harris County,48,48201,11.0,Heights High School,2022,5/12/2022,1:15 PM,Houston,Texas,0,1,-95.3935,29.795384,Heights High School,2022,5/12/2022,1:15 PM,Houston,Texas,0,1,-95.3935,29.795384,Heights High School,2022,5/12/2022,1:15 PM,Houston,Texas,0,1,-95.3935,29.795384
343,120150002783,Alexander W. Dreyfoos School of Arts,1201500.0,Palm Beach County,5/13/2022,2021-2022,2022,11:58 AM,Friday,West Palm Beach,Florida,public,1363,1,0,0,targeted,,f,,off-duty police officer,,,,,,,,,710.0,125.0,326,127.0,3.0,0.0,72.0,0,,,26.709238,-80.059481,65.0,9,12,327,Palm Beach County,12,12099,12.0,Alexander W. Dreyfoos School of Arts,2022,5/13/2022,11:58 AM,West Palm Beach,Florida,1,0,-80.059481,26.709238,Alexander W. Dreyfoos School of Arts,2022,5/13/2022,11:58 AM,West Palm Beach,Florida,1,0,-80.059481,26.709238,Alexander W. Dreyfoos School of Arts,2022,5/13/2022,11:58 AM,West Palm Beach,Florida,1,0,-80.059481,26.709238
