,LONCOD,LATCOD,CDCODE,year_x,school,city_x,state_x,address,urbanrural,race,killed_x,injured_x,victims,date_x,type,NCESSCH,time_x,uid,nces_school_id,nces_district_id,district_name,date_y,school_year,year_y,time_y,day_of_week,city_y,state_y,school_type,enrollment,killed_y,injured_y,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,Incident_ID,Date,Quarter,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
43,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,19841022MICED,1984-10-22,Fall,Detroit,MI,High,Hallway,Yes,Afternoon Classes,1:25 PM,No,No,No,No
44,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,19880831MICED,1988-08-31,Summer,Detroit,MI,High,Hallway,Yes,Morning Classes,10:50 AM,No,No,Yes,No
45,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,19900116RICEP,1990-01-16,Winter,Providence,RI,High,Beside Building,Yes,Lunch,,Yes,No,No,No
46,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,19990108GACEC,1999-01-08,Winter,Carrollton,GA,High,Bathroom,Yes,Morning Classes,,No,Yes,No,No
47,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20051206MICED,2005-12-06,Winter,Detroit,MI,High,Hallway,Yes,Afternoon Classes,1:30 PM,No,No,,No
48,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20080821TNCEK,2008-08-21,Fall,Knoxville,TN,High,Cafeteria,Yes,School Start,08:11:00,Yes,No,No,Yes
49,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20090217MICED,2009-02-17,Winter,Detroit,MI,High,Hallway,Yes,Afternoon Classes,2:20 PM,No,No,No,No
50,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20180517MOCEK,2018-05-17,Spring,Kansas City,MO,High,Off School Property,No,School Event,8:30 PM,No,No,No,No
51,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20180924PACEP,2018-09-24,Fall,Philadelphia,PA,High,Front of School,Yes,School Start,8:15 AM,No,No,,No
52,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20190118ALCET,2019-01-18,Winter,Tuscaloosa,AL,High,Parking Lot,Yes,Afternoon Classes,2:30 PM,No,Yes,No,No
53,-83.1139767,42.383593,,2009,Central High School,Detroit,Michigan,2425 Tuxedo St,urban,,0,1,1,17-Feb-09,High School,260110304670.0,2:20PM,105,261200004670,2612000.0,Detroit City School District,2/17/2009,2008-2009,2009,2:00 PM,Tuesday,Detroit,Michigan,public,919,0,2,2,targeted,17.0,m,,non-student,0.0,,,,,,,,4.0,913.0,0,0.0,2.0,,,1,handgun,,42.3837,-83.1115,57.2,9,12,640,Wayne County,26,26163,11.0,20211125SCCEP,2021-11-04,Fall,Pageland,SC,High,Outside on School Property,No,Night,,,No,No,No
54,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
55,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
56,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
57,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
58,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
59,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
60,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
61,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
62,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
63,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
64,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,56,220117000973,2201170.0,Orleans Parish,11/12/2004,2004-2005,2004,12:00 PM,Friday,New Orleans,Louisiana,public,383,0,1,1,targeted,28.0,f,,security guard,0.0,,,,,,,,2.0,381.0,0,0.0,0.0,,,1,.38-caliber revolver,department issued,29.94966,-90.08893,36.8,8,12,308,Orleans Parish,22,22071,11.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
65,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
66,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
67,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
68,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
69,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
70,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
71,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
72,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
73,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
74,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
75,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,113,220030000208,2200300.0,Caddo Parish,12/11/2009,2009-2010,2009,8:10 AM,Friday,Shreveport,Louisiana,public,336,0,1,1,targeted,28.0,m,b,ex-boyfriend of student,0.0,,,,,,,,1.0,335.0,0,0.0,0.0,,,1,handgun,,32.503605,-93.77398,34.55,9,12,278,Caddo Parish,22,22017,12.0,20200318LABOS,2020-03-18,Spring,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
76,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19701019TNBOM,1970-10-19,Fall,Memphis,TN,High,Inside School Building,Yes,,,No,No,No,No
77,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19730212ALBOM,1973-02-12,Winter,Montgomery,AL,High,Gym,No,Evening,5:15 PM,No,No,,No
78,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19840517TXBOH,1984-05-17,Spring,Houston,TX,High,Classroom,Yes,Morning Classes,10:45 AM,No,Yes,No,No
79,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19840831LABOS,1984-08-31,Summer,Shreveport,LA,High,Football Field/Track,No,Sport Event,,No,No,Yes,No
80,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19910219LABON,1991-02-19,Winter,New Orleans,LA,High,Outside on School Property,Yes,Lunch,1:00 PM,No,No,No,No
81,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,19920207VABON,1992-02-07,Winter,Norfolk,VA,High,Beside Building,Yes,Lunch,12:47 PM,No,No,No,No
82,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20040912LABON,2004-09-12,Fall,New Orleans,LA,High,Beside Building,No,Not a School Day,12:00 PM,No,No,No,No
83,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20050524LABOS,2005-05-24,Spring,Shreveport,LA,High,Beside Building,Yes,Dismissal,1:55 PM,No,No,No,No
84,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20091211LABOS,2009-12-11,Winter,Shreveport,LA,High,Parking Lot,Yes,School Start,8:10 AM,No,Yes,No,No
85,-93.77398,32.503605,2204.0,2009,Booker T. Washington High School,Shreveport,Louisiana,2104 Milam St,urban,BLACK,0,1,1,11-Dec-09,High School,220030000208.0,8:20AM,372,220027702434,2200277.0,Kipp Booker T Washington,1/10/2023,2022-2023,2023,3:30 PM,Tuesday,New Orleans,Louisiana,public,736,0,1,1,targeted,,,,,,,,,,,,,1.0,700.0,34,0.0,1.0,0.0,0.0,0,,,29.94991,-90.08925,56.0,9,12,583,Orleans Parish,22,22071,11.0,20170415OKBOT,2017-04-15,Spring,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
